profile_image_url_https,screen_name,name,full_text,note_tweet_text,tweeted_at,tweet_url
"https://pbs.twimg.com/profile_images/2056719506785927168/ol1lqm8b_normal.jpg","pidotdev","Pi","A harness turns a model into an agent. At it’s core it provides 4 things:

- a system prompt
- tools
- an agentic loop 
- a translation layer across models 

New blog post from Earendil co-founder @colindaymond on what a harness is, and how you can own yours. Full post below https://t.co/8ficU3Q3xV","","2026-08-20T12:30:00.000Z","https://x.com/pidotdev/status/2090416055273542141"
"https://pbs.twimg.com/profile_images/2084036640062709760/Lgb1uAdK_normal.jpg","cangri2k5","🎄Zukaarimoto Zukirinkutoku🎄","A mí el último CTO que me escribió para un puesto, era en un principio Frontend con React, acabé haciendo Frontend, Backend con PHP y Clojure, migración de la plataforma de PHP a Clojure de un server chusto a AWS, sincronización con el ERP, sincronización con la plataforma de","A mí el último CTO que me escribió para un puesto, era en un principio Frontend con React, acabé haciendo Frontend, Backend con PHP y Clojure, migración de la plataforma de PHP a Clojure de un server chusto a AWS, sincronización con el ERP, sincronización con la plataforma de pagos y automatización del marketing

Cuando me fui al cuarto mes, tuvo que contratar a 3 más xD","2026-08-20T12:26:46.000Z","https://x.com/cangri2k5/status/2090415240689136002"
"https://pbs.twimg.com/profile_images/2045176588094849024/ZM4HwvdK_normal.jpg","0xJokker","Jokker","DEEPSEEK ACABA DE MATAR TODA LA INDUSTRIA DEL CODING AGENT

Se llama deepseek-harness

Es el framework mas completo para crear agentes de codigo

Open source. El plan mas completo de Claude cuesta $200 al mes. Esto es GRATIS

Y viene con una idea brutal

Todo es un plugin

El https://t.co/UmLl3NUDO2","DEEPSEEK ACABA DE MATAR TODA LA INDUSTRIA DEL CODING AGENT

Se llama deepseek-harness

Es el framework mas completo para crear agentes de codigo

Open source. El plan mas completo de Claude cuesta $200 al mes. Esto es GRATIS

Y viene con una idea brutal

Todo es un plugin

El modelo
Las tools
El sandbox
La UI
Hasta el propio loop del agente

Puedes cambiar cualquiera de esas piezas solo modificando la configuracion

Sin tocar el codigo base

Un solo comando y tienes la interfaz web local:

npx @deepseek-ai/dsh web

Compatible con DeepSeek, Claude, GPT, Gemini y lo que quieras enchufar

Llego a mas de 160 mil estrellas en pocos dias

Un laboratorio frontier acaba de soltar gratis la capa exacta que otras empresas estan vendiendo como producto premium

Te dejo el repo en los comentarios","2026-08-19T14:41:03.000Z","https://x.com/0xJokker/status/2090086649262641637"
"https://pbs.twimg.com/profile_images/2092545115017428992/OPSop8p2_normal.jpg","BuiltNotGiven_","BuiltNotGiven","Muchos no entienden por qué hoy en día, aun con la revolución de la IA, sigue habiendo bastantes chavales jóvenes que quieren meterse en IB.

Os lo explico. Hablemos de sueldos en IB en Madrid.

A continuación, los sueldos de Analista 1 (primera posición full-time que se tiene en","Muchos no entienden por qué hoy en día, aun con la revolución de la IA, sigue habiendo bastantes chavales jóvenes que quieren meterse en IB.

Os lo explico. Hablemos de sueldos en IB en Madrid.

A continuación, los sueldos de Analista 1 (primera posición full-time que se tiene en cualquier banco/boutique), que tendría alguien de entre 23-25 años.

Matices y comentarios:

1. En todos estos sitios se curran muchas horas (60-80 semanales). Como en todo, hay bastante variabilidad entre bancos/boutiques y equipos, pero en Madrid la media suele ser entrar a currar sobre las 10 y salir entre las 23-1am. En momentos de bastante curro eso sube, y salir a las 2/3/4am de la oficina no es extraño. Obviamente, cuanto más bajas en la escalera de compensación, más baja el número de horas trabajadas.

2. En los números que daré estoy agrupando muchos bancos/boutiques, para tampoco ser muy específico, con lo que puede haber variaciones de 5k arriba/abajo, y alguno que incluso esté mal ubicado, pero es una guía general para que la gente se haga una idea de los números que se mueven.

3. Los bonus sí que son tremendamente variables y dependen mucho del performance de cada persona y del resultado del año del banco/boutique, con lo que aquí cogedlo con pinzas. Nunca vienen por contrato, y la teoría suele decir que cada 3 años aprox., por los ciclos de mercado, te puede caer un 0 de bonus.

3. Aparte de los € que cobras, hay cosas adicionales, como que en casi todos los sitios te pagan cenas + taxis para volver a casa, y en algunos sitios hasta la comida. Esto puede ser mucha pasta a final de año. Esto no aplica a Big4.

4. Si vas performeando bien, cada año vas subiendo de rango (analista 2,3…) y te van subiendo el base unos 5-10k. El % de bonus sobre base tb crece. Cuando saltas de categoría (analista —> asociado —> VP) los saltos son más bestias (15k).

Tier 1/2/3: €80k base + 30-70% bonus = €104k - €136k

Tier 4/5/6/7: €60k base + 30-60% bonus = €78k - €96k

AZ / Alantra: €50k base + 30-70% bonus = €65k - €85k

Arcano / DC + resto bancos nacionales = €40k base + 30-50% bonus = €52k - €60k

Big4 / Otras boutiques = €35k base + 25-50% bonus = €44k - €53k","2026-08-20T11:32:11.000Z","https://x.com/BuiltNotGiven_/status/2090401507787022649"
"https://pbs.twimg.com/profile_images/1663193042227023873/QJ9zFms3_normal.jpg","maxifirtman","Maximiliano Firtman","Vibe coding gratuito en Replit usando GPT-5.6 Luna, el modelo más chiquito de la línea GPT de OpenAI.","","2026-08-19T16:28:16.000Z","https://x.com/maxifirtman/status/2090113628418564356"
"https://pbs.twimg.com/profile_images/2085658043056820224/6-oyamJw_normal.jpg","Gonzalo_stba","Gonzalo","A todos los que os interese el mundillo de los Search Funds, este libro que recomienda aquí Don Torres es literalmente la biblia de esto. 

Es un modelo muy interesante, long story short, es como un Private Equity pero más pequeño y mucho más hands-on

La mejor manera de","A todos los que os interese el mundillo de los Search Funds, este libro que recomienda aquí Don Torres es literalmente la biblia de esto. 

Es un modelo muy interesante, long story short, es como un Private Equity pero más pequeño y mucho más hands-on

La mejor manera de entenderlo es leyendo este libro, aunque aviso que el modelo ha evolucionado bastante y sobretodo en España ahora es algo más sofisticado. Pero como base está genial!","2026-08-19T10:56:31.000Z","https://x.com/Gonzalo_stba/status/2090030143297229067"
"https://pbs.twimg.com/profile_images/2089817681138454528/FjZsNsyi_normal.jpg","mroscardev","MrOscarDev","Programar bien con IA ya no va solo de elegir el mejor modelo.
Va de construir el sistema correcto alrededor del agente.

Contexto, reglas, memoria, herramientas y validación.
Esto es Harness Engineering. ↓ https://t.co/hjhao6pBEo","","2026-08-17T08:02:40.000Z","https://x.com/mroscardev/status/2089261615392686183"
"https://pbs.twimg.com/profile_images/2085658043056820224/6-oyamJw_normal.jpg","Gonzalo_stba","Gonzalo","@_HMPhysics_ Merece la pena hacerlo si te mola dejar procesos largos todo el día y si no quieres que se te llene el ordenador de mierda. 

pero hay que ser disciplinado desde el día uno con el sistema de carpetas que montes en el server

yo estoy muy contento, ya lo estoy usando","Merece la pena hacerlo si te mola dejar procesos largos todo el día y si no quieres que se te llene el ordenador de mierda. 

pero hay que ser disciplinado desde el día uno con el sistema de carpetas que montes en el server

yo estoy muy contento, ya lo estoy usando constantemente y es una gozada meter un propt al portatil, irme a dormir y tener la seguridad de que mñn por la mñan estará listo. 

Si lo quieres hacer y como yo no sabes de software. ni hardware, lo ideal es ir poco a poco fon un buen modelo, le pegas una chapa larguísima de exactamente qué buscas y que él te haga el planning. Luego vas bloque a bloque y importantísimo, despues de cada bloque lanzas un agente con ojos frescos que intente buscarle las cosquillas a lo que has hecho. Así se pillan muchíismos fallos 

Lo demás es paciencia, tokens y disciplina de dejar todo registrado en mds para que los agentes no se pierdan y entiendan bien qué has ido haciendo 

Si te interesa, en breve haré un hilo exlpicando ocmo lo hice yo","2026-08-19T21:47:36.000Z","https://x.com/Gonzalo_stba/status/2090193991258030214"
"https://pbs.twimg.com/profile_images/2014828462721105920/8PX0yU09_normal.jpg","fjpedrosa86","F. Javier Pedrosa","Prueba a utilizar las palabras mágicas “ventaja injusta” en tus prompts. Da muy buenos resultados:

- Recomiéndame una estrategia SEO que me aporte una ventaja injusta
- Proponme features que me den una ventaja injusta 
- Analiza X y redacta un documento que me una ventaja","Prueba a utilizar las palabras mágicas “ventaja injusta” en tus prompts. Da muy buenos resultados:

- Recomiéndame una estrategia SEO que me aporte una ventaja injusta
- Proponme features que me den una ventaja injusta 
- Analiza X y redacta un documento que me una ventaja injusta para …","2026-08-19T12:37:12.000Z","https://x.com/fjpedrosa86/status/2090055478512418912"
"https://pbs.twimg.com/profile_images/1838153824814395392/YJL49AOi_normal.jpg","SergioGMN","Pechofusil","@Darturo_9 goekdenizguelmez/JOSIEFIED-Qwen2.5:7b

Es un modelo un poco chustero para la época en la que estamos pero es lo mejor que puedo tirar en local jajaja hasta que tenga el setup de inferencia local","","2026-08-18T22:21:09.000Z","https://x.com/SergioGMN/status/2089840049835614463"
"https://pbs.twimg.com/profile_images/1787908388325584896/8HiVsot0_normal.jpg","fr0ziisc2","David Iglesias 🇮🇨","consejo si te interesa aprender algo lo que sea, aprovecha y apalancate en la IA

&gt; habla con claude, codex o lo que sea, preguntale
&gt; hazte un .md por tema que esten estudiando
&gt; usa herramientas como notebooklm
&gt; dale a tu agente los videos que te resultan interesantes y que te","consejo si te interesa aprender algo lo que sea, aprovecha y apalancate en la IA

> habla con claude, codex o lo que sea, preguntale
> hazte un .md por tema que esten estudiando
> usa herramientas como notebooklm
> dale a tu agente los videos que te resultan interesantes y que te haga un resumen/ejercicios/preguntas sobre ello, lo que sea
> pide a tu agente que te hagas examenes teóricos o prácticas sobre los temas que estás aprendiendo
> enamorate de aprender ya que venimos a este mundo a relevar y crear nueva información
> si te interesa mil temas, empieza por cualquiera, tarde o temprano, llegarás a todos ellos en el orden preciso
> no busques temas solo por ganar dinero, de verdad, busca cosas o temas que te apasione y ames
> ten una pizarra en tu habitacion y escribe las ideas o temas a resolver
> grabate como si estuvieras explicando esos temas a tus amigos o colegas
> estudia como los grandes genios llevaban a cabo sus sistemas de aprendizaje y crea el tuyo
>  consume el contenido de las figuras más relevantes e importantes de cada tema
> y sobretodo, no tengas prisa, disfruta y vive el proceso, qué cuanto más se sabe, más se sufre","2026-08-18T16:36:40.000Z","https://x.com/fr0ziisc2/status/2089753356075962848"
